iMax B6 mini;Outlet A
Time [hh:mm:ss.SSS];Voltage [V];Current [A];Capacity [mAh];Temperature Ext [°C];Temperature Int [°C];BatteryRi [m?]
01:07:51.000;4.78;0.30;329;0.0;37.0;0.00
01:07:52.000;4.78;0.31;329;0.0;37.0;0.00
01:07:53.000;4.78;0.31;329;0.0;37.0;0.00
01:07:54.000;4.78;0.31;329;0.0;37.0;0.00
01:07:55.000;4.78;0.30;329;0.0;37.0;0.00
01:07:56.000;4.78;0.30;329;0.0;37.0;0.00
01:07:57.000;4.78;0.31;329;0.0;37.0;0.00
01:07:58.000;4.78;0.30;330;0.0;37.0;0.00
01:07:59.000;4.78;0.30;330;0.0;37.0;0.00
01:08:00.000;4.78;0.31;330;0.0;37.0;0.00
01:08:01.000;4.78;0.31;330;0.0;37.0;0.00
01:08:02.000;4.78;0.30;330;0.0;37.0;0.00
01:08:03.000;4.78;0.30;330;0.0;37.0;0.00
01:08:04.000;4.78;0.30;330;0.0;37.0;0.00
01:08:05.000;4.78;0.30;330;0.0;37.0;0.00
01:08:06.000;4.78;0.32;330;0.0;37.0;0.00
01:08:07.000;4.78;0.30;330;0.0;37.0;0.00
01:08:08.000;4.78;0.30;330;0.0;37.0;0.00
01:08:09.000;4.78;0.32;330;0.0;37.0;0.00
01:08:10.000;4.78;0.30;331;0.0;37.0;0.00
01:08:11.000;4.78;0.31;331;0.0;37.0;0.00
01:08:12.000;4.78;0.30;331;0.0;37.0;0.00
01:08:13.000;4.78;0.30;331;0.0;37.0;0.00
01:08:14.000;4.78;0.31;331;0.0;37.0;0.00
01:08:15.000;4.78;0.30;331;0.0;37.0;0.00
01:08:16.000;4.78;0.30;331;0.0;37.0;0.00
01:08:17.000;4.78;0.30;331;0.0;37.0;0.00
01:08:18.000;4.78;0.30;331;0.0;37.0;0.00
01:08:19.000;4.78;0.31;331;0.0;37.0;0.00
01:08:20.000;4.78;0.30;331;0.0;37.0;0.00
01:08:21.000;4.78;0.30;332;0.0;37.0;0.00
01:08:22.000;4.78;0.30;332;0.0;37.0;0.00
01:08:23.000;4.78;0.30;332;0.0;37.0;0.00
01:08:24.000;4.78;0.30;332;0.0;37.0;0.00
01:08:25.000;4.78;0.30;332;0.0;37.0;0.00
01:08:26.000;4.78;0.32;332;0.0;37.0;0.00
01:08:27.000;4.78;0.30;332;0.0;37.0;0.00
01:08:28.000;4.78;0.30;332;0.0;37.0;0.00
01:08:29.000;4.78;0.30;332;0.0;37.0;0.00
01:08:30.000;4.78;0.30;332;0.0;37.0;0.00
01:08:31.000;4.78;0.31;332;0.0;37.0;0.00
01:08:32.000;4.78;0.30;332;0.0;37.0;0.00
01:08:33.000;4.78;0.32;333;0.0;37.0;0.00
01:08:34.000;4.78;0.32;333;0.0;37.0;0.00
01:08:35.000;4.78;0.30;333;0.0;37.0;0.00
01:08:36.000;4.78;0.30;333;0.0;37.0;0.00
01:08:37.000;4.78;0.31;333;0.0;37.0;0.00
01:08:38.000;4.78;0.31;333;0.0;37.0;0.00
01:08:39.000;4.78;0.31;333;0.0;37.0;0.00
01:08:40.000;4.78;0.30;333;0.0;37.0;0.00
01:08:41.000;4.78;0.30;333;0.0;37.0;0.00
01:08:42.000;4.78;0.30;333;0.0;37.0;0.00
01:08:43.000;4.78;0.30;333;0.0;37.0;0.00
01:08:44.000;4.78;0.30;333;0.0;37.0;0.00
01:08:45.000;4.78;0.30;333;0.0;37.0;0.00
01:08:46.000;4.78;0.30;334;0.0;37.0;0.00
01:08:47.000;4.78;0.31;334;0.0;37.0;0.00
01:08:48.000;4.78;0.30;334;0.0;37.0;0.00
01:08:49.000;4.78;0.31;334;0.0;37.0;0.00
01:08:50.000;4.78;0.30;334;0.0;37.0;0.00
01:08:51.000;4.78;0.30;334;0.0;37.0;0.00
01:08:52.000;4.78;0.31;334;0.0;37.0;0.00
01:08:53.000;4.78;0.32;334;0.0;37.0;0.00
01:08:54.000;4.78;0.31;334;0.0;37.0;0.00
01:08:55.000;4.78;0.30;334;0.0;37.0;0.00
01:08:56.000;4.78;0.30;334;0.0;37.0;0.00
01:08:57.000;4.78;0.30;334;0.0;37.0;0.00
01:08:58.000;4.78;0.30;335;0.0;37.0;0.00
01:08:59.000;4.78;0.30;335;0.0;37.0;0.00
01:09:00.000;4.78;0.30;335;0.0;37.0;0.00
01:09:01.000;4.78;0.30;335;0.0;37.0;0.00
01:09:02.000;4.78;0.30;335;0.0;37.0;0.00
01:09:03.000;4.78;0.30;335;0.0;37.0;0.00
01:09:04.000;4.78;0.30;335;0.0;37.0;0.00
01:09:05.000;4.78;0.30;335;0.0;37.0;0.00
01:09:06.000;4.78;0.31;335;0.0;37.0;0.00
01:09:07.000;4.78;0.31;335;0.0;37.0;0.00
01:09:08.000;4.78;0.30;335;0.0;37.0;0.00
01:09:09.000;4.78;0.30;335;0.0;37.0;0.00
01:09:10.000;4.78;0.30;336;0.0;37.0;0.00
01:09:11.000;4.78;0.30;336;0.0;37.0;0.00
01:09:12.000;4.78;0.30;336;0.0;37.0;0.00
01:09:13.000;4.78;0.30;336;0.0;37.0;0.00
01:09:14.000;4.78;0.30;336;0.0;37.0;0.00
01:09:15.000;4.78;0.30;336;0.0;37.0;0.00
01:09:16.000;4.78;0.30;336;0.0;37.0;0.00
01:09:17.000;4.78;0.30;336;0.0;37.0;0.00
01:09:18.000;4.78;0.31;336;0.0;37.0;0.00
01:09:19.000;4.78;0.31;336;0.0;37.0;0.00
01:09:20.000;4.78;0.31;337;0.0;37.0;0.00
01:09:21.000;4.78;0.31;337;0.0;37.0;0.00
01:09:22.000;4.78;0.30;337;0.0;37.0;0.00
01:09:23.000;4.78;0.31;337;0.0;37.0;0.00
01:09:24.000;4.78;0.30;337;0.0;37.0;0.00
01:09:25.000;4.78;0.31;337;0.0;37.0;0.00
01:09:26.000;4.77;0.31;337;0.0;37.0;0.00
01:09:27.000;4.77;0.31;337;0.0;37.0;0.00
01:09:28.000;4.77;0.30;337;0.0;37.0;0.00
01:09:29.000;4.78;0.31;337;0.0;37.0;0.00
01:09:30.000;4.78;0.30;337;0.0;37.0;0.00
01:09:31.000;4.77;0.31;337;0.0;37.0;0.00
01:09:32.000;4.77;0.31;337;0.0;37.0;0.00
01:09:33.000;4.77;0.30;338;0.0;37.0;0.00
01:09:34.000;4.77;0.30;338;0.0;37.0;0.00
01:09:35.000;4.77;0.30;338;0.0;37.0;0.00
01:09:36.000;4.77;0.31;338;0.0;37.0;0.00
01:09:37.000;4.77;0.31;338;0.0;37.0;0.00
01:09:38.000;4.77;0.31;338;0.0;37.0;0.00
01:09:39.000;4.77;0.30;338;0.0;37.0;0.00
01:09:40.000;4.77;0.30;338;0.0;37.0;0.00
01:09:41.000;4.77;0.30;338;0.0;37.0;0.00
01:09:42.000;4.77;0.30;338;0.0;37.0;0.00
01:09:43.000;4.77;0.31;338;0.0;37.0;0.00
01:09:44.000;4.77;0.31;338;0.0;37.0;0.00
01:09:45.000;4.77;0.32;339;0.0;37.0;0.00
01:09:46.000;4.77;0.30;339;0.0;37.0;0.00
01:09:47.000;4.77;0.30;339;0.0;37.0;0.00
01:09:48.000;4.77;0.30;339;0.0;37.0;0.00
01:09:49.000;4.77;0.30;339;0.0;37.0;0.00
01:09:50.000;4.77;0.30;339;0.0;37.0;0.00
01:09:51.000;4.77;0.31;339;0.0;37.0;0.00
01:09:52.000;4.77;0.30;339;0.0;37.0;0.00
01:09:53.000;4.77;0.30;339;0.0;37.0;0.00
01:09:54.000;4.77;0.30;339;0.0;37.0;0.00
01:09:55.000;4.77;0.32;339;0.0;37.0;0.00
01:09:56.000;4.77;0.30;339;0.0;37.0;0.00
01:09:57.000;4.77;0.30;340;0.0;37.0;0.00
01:09:58.000;4.77;0.31;340;0.0;37.0;0.00
01:09:59.000;4.77;0.30;340;0.0;37.0;0.00
01:10:00.000;4.77;0.31;340;0.0;37.0;0.00
01:10:01.000;4.77;0.31;340;0.0;37.0;0.00
01:10:02.000;4.77;0.30;340;0.0;37.0;0.00
01:10:03.000;4.77;0.31;340;0.0;37.0;0.00
01:10:04.000;4.77;0.30;340;0.0;37.0;0.00
01:10:05.000;4.77;0.30;340;0.0;37.0;0.00
01:10:06.000;4.77;0.31;340;0.0;37.0;0.00
01:10:07.000;4.77;0.30;340;0.0;37.0;0.00
01:10:08.000;4.77;0.30;340;0.0;37.0;0.00
01:10:09.000;4.77;0.30;341;0.0;37.0;0.00
01:10:10.000;4.77;0.30;341;0.0;37.0;0.00
01:10:11.000;4.77;0.30;341;0.0;37.0;0.00
01:10:12.000;4.77;0.32;341;0.0;37.0;0.00
01:10:13.000;4.77;0.30;341;0.0;37.0;0.00
01:10:14.000;4.77;0.30;341;0.0;37.0;0.00
01:10:15.000;4.77;0.30;341;0.0;37.0;0.00
01:10:16.000;4.77;0.30;341;0.0;37.0;0.00
01:10:17.000;4.77;0.30;341;0.0;37.0;0.00
01:10:18.000;4.77;0.30;341;0.0;37.0;0.00
01:10:19.000;4.77;0.30;341;0.0;37.0;0.00
01:10:20.000;4.77;0.30;341;0.0;37.0;0.00
01:10:21.000;4.77;0.31;342;0.0;37.0;0.00
01:10:22.000;4.77;0.31;342;0.0;37.0;0.00
01:10:23.000;4.77;0.30;342;0.0;37.0;0.00
01:10:24.000;4.77;0.30;342;0.0;37.0;0.00
01:10:25.000;4.77;0.30;342;0.0;37.0;0.00
01:10:26.000;4.77;0.31;342;0.0;37.0;0.00
01:10:27.000;4.77;0.31;342;0.0;37.0;0.00
01:10:28.000;4.77;0.30;342;0.0;37.0;0.00
01:10:29.000;4.77;0.30;342;0.0;37.0;0.00
01:10:30.000;4.77;0.30;342;0.0;37.0;0.00
01:10:31.000;4.77;0.30;342;0.0;37.0;0.00
01:10:32.000;4.77;0.30;343;0.0;37.0;0.00
01:10:33.000;4.77;0.30;343;0.0;37.0;0.00
01:10:34.000;4.77;0.30;343;0.0;37.0;0.00
01:10:35.000;4.77;0.30;343;0.0;37.0;0.00
01:10:36.000;4.77;0.30;343;0.0;37.0;0.00
01:10:37.000;4.77;0.31;343;0.0;37.0;0.00
01:10:38.000;4.77;0.31;343;0.0;37.0;0.00
01:10:39.000;4.77;0.32;343;0.0;37.0;0.00
01:10:40.000;4.77;0.30;343;0.0;37.0;0.00
01:10:41.000;4.77;0.30;343;0.0;37.0;0.00
01:10:42.000;4.77;0.32;343;0.0;37.0;0.00
01:10:43.000;4.77;0.32;343;0.0;37.0;0.00
01:10:44.000;4.77;0.32;344;0.0;37.0;0.00
01:10:45.000;4.77;0.30;344;0.0;37.0;0.00
01:10:46.000;4.77;0.30;344;0.0;37.0;0.00
01:10:47.000;4.77;0.30;344;0.0;37.0;0.00
01:10:48.000;4.77;0.30;344;0.0;37.0;0.00
01:10:49.000;4.77;0.32;344;0.0;37.0;0.00
01:10:50.000;4.77;0.30;344;0.0;37.0;0.00
01:10:51.000;4.77;0.30;344;0.0;37.0;0.00
01:10:52.000;4.77;0.31;344;0.0;37.0;0.00
01:10:53.000;4.77;0.31;344;0.0;37.0;0.00
01:10:54.000;4.77;0.31;344;0.0;37.0;0.00
01:10:55.000;4.77;0.31;344;0.0;37.0;0.00
01:10:56.000;4.77;0.30;345;0.0;37.0;0.00
01:10:57.000;4.77;0.30;345;0.0;37.0;0.00
01:10:58.000;4.77;0.30;345;0.0;37.0;0.00
01:10:59.000;4.77;0.30;345;0.0;37.0;0.00
01:11:00.000;4.77;0.30;345;0.0;37.0;0.00
01:11:01.000;4.77;0.30;345;0.0;37.0;0.00
01:11:02.000;4.77;0.30;345;0.0;37.0;0.00
01:11:03.000;4.77;0.31;345;0.0;37.0;0.00
01:11:04.000;4.77;0.30;345;0.0;37.0;0.00
01:11:05.000;4.77;0.30;345;0.0;37.0;0.00
01:11:06.000;4.77;0.31;345;0.0;37.0;0.00
01:11:07.000;4.77;0.31;345;0.0;37.0;0.00
01:11:08.000;4.77;0.31;346;0.0;37.0;0.00
01:11:09.000;4.77;0.30;346;0.0;37.0;0.00
01:11:10.000;4.77;0.31;346;0.0;37.0;0.00
01:11:11.000;4.77;0.30;346;0.0;37.0;0.00
01:11:12.000;4.77;0.30;346;0.0;37.0;0.00
01:11:13.000;4.77;0.30;346;0.0;37.0;0.00
01:11:14.000;4.77;0.31;346;0.0;37.0;0.00
01:11:15.000;4.77;0.31;346;0.0;37.0;0.00
01:11:16.000;4.77;0.30;346;0.0;37.0;0.00
01:11:17.000;4.77;0.30;346;0.0;37.0;0.00
01:11:18.000;4.77;0.30;346;0.0;37.0;0.00
01:11:19.000;4.77;0.30;346;0.0;37.0;0.00
01:11:20.000;4.77;0.31;347;0.0;37.0;0.00
01:11:21.000;4.77;0.30;347;0.0;37.0;0.00
01:11:22.000;4.77;0.30;347;0.0;37.0;0.00
01:11:23.000;4.77;0.30;347;0.0;37.0;0.00
01:11:24.000;4.77;0.30;347;0.0;37.0;0.00
01:11:25.000;4.77;0.30;347;0.0;37.0;0.00
01:11:26.000;4.76;0.31;347;0.0;37.0;0.00
01:11:27.000;4.77;0.30;347;0.0;37.0;0.00
01:11:28.000;4.77;0.31;347;0.0;37.0;0.00
01:11:29.000;4.76;0.31;347;0.0;37.0;0.00
01:11:30.000;4.76;0.30;347;0.0;37.0;0.00
01:11:31.000;4.76;0.30;347;0.0;37.0;0.00
01:11:32.000;4.76;0.30;347;0.0;37.0;0.00
01:11:33.000;4.77;0.30;348;0.0;37.0;0.00
01:11:34.000;4.76;0.30;348;0.0;37.0;0.00
01:11:35.000;4.76;0.31;348;0.0;37.0;0.00
01:11:36.000;4.77;0.30;348;0.0;37.0;0.00
01:11:37.000;4.76;0.30;348;0.0;37.0;0.00
01:11:38.000;4.76;0.30;348;0.0;37.0;0.00
01:11:39.000;4.76;0.30;348;0.0;37.0;0.00
01:11:40.000;4.76;0.30;348;0.0;37.0;0.00
01:11:41.000;4.76;0.30;348;0.0;37.0;0.00
01:11:42.000;4.76;0.31;348;0.0;37.0;0.00
01:11:43.000;4.76;0.31;348;0.0;37.0;0.00
01:11:44.000;4.76;0.30;349;0.0;37.0;0.00
01:11:45.000;4.76;0.30;349;0.0;37.0;0.00
01:11:46.000;4.76;0.31;349;0.0;37.0;0.00
01:11:47.000;4.76;0.32;349;0.0;37.0;0.00
01:11:48.000;4.76;0.32;349;0.0;37.0;0.00
01:11:49.000;4.76;0.30;349;0.0;37.0;0.00
01:11:50.000;4.76;0.30;349;0.0;37.0;0.00
01:11:51.000;4.76;0.30;349;0.0;37.0;0.00
01:11:52.000;4.76;0.30;349;0.0;37.0;0.00
01:11:53.000;4.76;0.31;349;0.0;37.0;0.00
01:11:54.000;4.76;0.31;349;0.0;37.0;0.00
01:11:55.000;4.76;0.30;349;0.0;37.0;0.00
01:11:56.000;4.76;0.30;349;0.0;37.0;0.00
01:11:57.000;4.76;0.30;350;0.0;37.0;0.00
01:11:58.000;4.76;0.30;350;0.0;37.0;0.00
01:11:59.000;4.76;0.30;350;0.0;37.0;0.00
01:12:00.000;4.76;0.30;350;0.0;37.0;0.00
01:12:01.000;4.76;0.32;350;0.0;37.0;0.00
01:12:02.000;4.76;0.31;350;0.0;37.0;0.00
01:12:03.000;4.76;0.30;350;0.0;37.0;0.00
01:12:04.000;4.76;0.30;350;0.0;37.0;0.00
01:12:05.000;4.76;0.30;350;0.0;37.0;0.00
01:12:06.000;4.76;0.31;350;0.0;37.0;0.00
01:12:07.000;4.76;0.31;350;0.0;37.0;0.00
01:12:08.000;4.76;0.31;350;0.0;37.0;0.00
01:12:09.000;4.76;0.32;351;0.0;37.0;0.00
01:12:10.000;4.76;0.30;351;0.0;37.0;0.00
01:12:11.000;4.76;0.31;351;0.0;37.0;0.00
01:12:12.000;4.76;0.31;351;0.0;37.0;0.00
01:12:13.000;4.76;0.30;351;0.0;37.0;0.00
01:12:14.000;4.76;0.30;351;0.0;37.0;0.00
01:12:15.000;4.76;0.30;351;0.0;37.0;0.00
01:12:16.000;4.76;0.30;351;0.0;37.0;0.00
01:12:17.000;4.76;0.30;351;0.0;37.0;0.00
01:12:18.000;4.76;0.30;351;0.0;37.0;0.00
01:12:19.000;4.76;0.30;352;0.0;37.0;0.00
01:12:20.000;4.76;0.30;352;0.0;37.0;0.00
01:12:21.000;4.76;0.30;352;0.0;37.0;0.00
01:12:22.000;4.76;0.30;352;0.0;37.0;0.00
01:12:23.000;4.76;0.30;352;0.0;37.0;0.00
01:12:24.000;4.76;0.30;352;0.0;37.0;0.00
01:12:25.000;4.76;0.30;352;0.0;37.0;0.00
01:12:26.000;4.76;0.30;352;0.0;37.0;0.00
01:12:27.000;4.76;0.30;352;0.0;37.0;0.00
01:12:28.000;4.76;0.30;352;0.0;37.0;0.00
01:12:29.000;4.76;0.30;352;0.0;37.0;0.00
01:12:30.000;4.76;0.30;352;0.0;37.0;0.00
01:12:31.000;4.76;0.30;353;0.0;37.0;0.00
01:12:32.000;4.76;0.30;353;0.0;37.0;0.00
01:12:33.000;4.76;0.30;353;0.0;37.0;0.00
01:12:34.000;4.76;0.30;353;0.0;37.0;0.00
01:12:35.000;4.76;0.30;353;0.0;37.0;0.00
01:12:36.000;4.76;0.30;353;0.0;37.0;0.00
01:12:37.000;4.76;0.30;353;0.0;37.0;0.00
01:12:38.000;4.76;0.30;353;0.0;37.0;0.00
01:12:39.000;4.76;0.30;353;0.0;37.0;0.00
01:12:40.000;4.76;0.30;353;0.0;37.0;0.00
01:12:41.000;4.76;0.30;353;0.0;37.0;0.00
01:12:42.000;4.76;0.30;353;0.0;37.0;0.00
01:12:43.000;4.76;0.31;354;0.0;37.0;0.00
01:12:44.000;4.76;0.30;354;0.0;37.0;0.00
01:12:45.000;4.76;0.30;354;0.0;37.0;0.00
01:12:46.000;4.76;0.31;354;0.0;37.0;0.00
01:12:47.000;4.76;0.30;354;0.0;37.0;0.00
01:12:48.000;4.76;0.30;354;0.0;37.0;0.00
01:12:49.000;4.76;0.31;354;0.0;37.0;0.00
01:12:50.000;4.76;0.31;354;0.0;37.0;0.00
01:12:51.000;4.76;0.30;354;0.0;37.0;0.00
01:12:52.000;4.76;0.30;354;0.0;37.0;0.00
01:12:53.000;4.76;0.30;354;0.0;37.0;0.00
01:12:54.000;4.76;0.30;354;0.0;37.0;0.00
01:12:55.000;4.76;0.30;355;0.0;37.0;0.00
01:12:56.000;4.76;0.30;355;0.0;37.0;0.00
01:12:57.000;4.76;0.31;355;0.0;37.0;0.00
01:12:58.000;4.76;0.30;355;0.0;37.0;0.00
01:12:59.000;4.76;0.30;355;0.0;37.0;0.00
01:13:00.000;4.76;0.30;355;0.0;37.0;0.00
01:13:01.000;4.76;0.31;355;0.0;37.0;0.00
01:13:02.000;4.76;0.30;355;0.0;37.0;0.00
01:13:03.000;4.76;0.30;355;0.0;37.0;0.00
01:13:04.000;4.76;0.31;355;0.0;37.0;0.00
01:13:05.000;4.76;0.30;355;0.0;37.0;0.00
01:13:06.000;4.76;0.30;355;0.0;37.0;0.00
01:13:07.000;4.76;0.30;355;0.0;37.0;0.00
01:13:08.000;4.76;0.31;356;0.0;37.0;0.00
01:13:09.000;4.76;0.31;356;0.0;37.0;0.00
01:13:10.000;4.76;0.31;356;0.0;37.0;0.00
01:13:11.000;4.76;0.30;356;0.0;37.0;0.00
01:13:12.000;4.76;0.30;356;0.0;37.0;0.00
01:13:13.000;4.76;0.31;356;0.0;37.0;0.00
01:13:14.000;4.76;0.31;356;0.0;37.0;0.00
01:13:15.000;4.76;0.31;356;0.0;37.0;0.00
01:13:16.000;4.76;0.30;356;0.0;37.0;0.00
01:13:17.000;4.76;0.30;356;0.0;37.0;0.00
01:13:18.000;4.76;0.31;356;0.0;37.0;0.00
01:13:19.000;4.76;0.30;356;0.0;37.0;0.00
01:13:20.000;4.76;0.30;357;0.0;37.0;0.00
01:13:21.000;4.76;0.30;357;0.0;37.0;0.00
01:13:22.000;4.76;0.30;357;0.0;37.0;0.00
01:13:23.000;4.76;0.30;357;0.0;37.0;0.00
01:13:24.000;4.76;0.30;357;0.0;37.0;0.00
01:13:25.000;4.76;0.30;357;0.0;37.0;0.00
01:13:26.000;4.76;0.30;357;0.0;37.0;0.00
01:13:27.000;4.76;0.30;357;0.0;37.0;0.00
01:13:28.000;4.76;0.30;357;0.0;37.0;0.00
01:13:29.000;4.76;0.30;357;0.0;37.0;0.00
01:13:30.000;4.76;0.30;357;0.0;37.0;0.00
01:13:31.000;4.76;0.30;357;0.0;37.0;0.00
01:13:32.000;4.76;0.31;358;0.0;37.0;0.00
01:13:33.000;4.76;0.30;358;0.0;37.0;0.00
01:13:34.000;4.75;0.30;358;0.0;37.0;0.00
01:13:35.000;4.75;0.30;358;0.0;37.0;0.00
01:13:36.000;4.75;0.30;358;0.0;37.0;0.00
01:13:37.000;4.75;0.31;358;0.0;37.0;0.00
01:13:38.000;4.75;0.31;358;0.0;37.0;0.00
01:13:39.000;4.75;0.30;358;0.0;37.0;0.00
01:13:40.000;4.75;0.31;358;0.0;37.0;0.00
01:13:41.000;4.75;0.30;358;0.0;37.0;0.00
01:13:42.000;4.75;0.30;358;0.0;37.0;0.00
01:13:43.000;4.75;0.31;358;0.0;37.0;0.00
01:13:44.000;4.75;0.30;359;0.0;37.0;0.00
01:13:45.000;4.75;0.30;359;0.0;37.0;0.00
01:13:46.000;4.75;0.31;359;0.0;37.0;0.00
01:13:47.000;4.75;0.30;359;0.0;37.0;0.00
01:13:48.000;4.75;0.30;359;0.0;37.0;0.00
01:13:49.000;4.75;0.31;359;0.0;37.0;0.00
01:13:50.000;4.75;0.31;359;0.0;37.0;0.00
01:13:51.000;4.75;0.31;359;0.0;37.0;0.00
01:13:52.000;4.75;0.30;359;0.0;37.0;0.00
01:13:53.000;4.75;0.30;359;0.0;37.0;0.00
01:13:54.000;4.75;0.31;359;0.0;37.0;0.00
01:13:55.000;4.75;0.30;360;0.0;37.0;0.00
01:13:56.000;4.75;0.32;360;0.0;37.0;0.00
01:13:57.000;4.75;0.31;360;0.0;37.0;0.00
01:13:58.000;4.75;0.30;360;0.0;37.0;0.00
01:13:59.000;4.75;0.30;360;0.0;37.0;0.00
01:14:00.000;4.75;0.31;360;0.0;37.0;0.00
01:14:01.000;4.75;0.30;360;0.0;37.0;0.00
01:14:02.000;4.75;0.30;360;0.0;37.0;0.00
01:14:03.000;4.75;0.31;360;0.0;37.0;0.00
01:14:04.000;4.75;0.30;360;0.0;37.0;0.00
01:14:05.000;4.75;0.30;360;0.0;37.0;0.00
01:14:06.000;4.75;0.30;361;0.0;37.0;0.00
01:14:07.000;4.75;0.31;361;0.0;37.0;0.00
01:14:08.000;4.75;0.31;361;0.0;37.0;0.00
01:14:09.000;4.75;0.30;361;0.0;37.0;0.00
01:14:10.000;4.75;0.30;361;0.0;37.0;0.00
01:14:11.000;4.75;0.31;361;0.0;37.0;0.00
01:14:12.000;4.75;0.30;361;0.0;37.0;0.00
01:14:13.000;4.75;0.30;361;0.0;37.0;0.00
01:14:14.000;4.75;0.30;361;0.0;37.0;0.00
01:14:15.000;4.75;0.30;361;0.0;37.0;0.00
01:14:16.000;4.75;0.30;361;0.0;37.0;0.00
01:14:17.000;4.75;0.32;361;0.0;37.0;0.00
01:14:18.000;4.75;0.30;362;0.0;37.0;0.00
01:14:19.000;4.75;0.30;362;0.0;37.0;0.00
01:14:20.000;4.75;0.31;362;0.0;37.0;0.00
01:14:21.000;4.75;0.31;362;0.0;37.0;0.00
01:14:22.000;4.75;0.30;362;0.0;37.0;0.00
01:14:23.000;4.75;0.30;362;0.0;37.0;0.00
01:14:24.000;4.75;0.30;362;0.0;37.0;0.00
01:14:25.000;4.75;0.31;362;0.0;37.0;0.00
01:14:26.000;4.75;0.32;362;0.0;37.0;0.00
01:14:27.000;4.75;0.30;362;0.0;37.0;0.00
01:14:28.000;4.75;0.30;362;0.0;37.0;0.00
01:14:29.000;4.75;0.30;362;0.0;37.0;0.00
01:14:30.000;4.75;0.31;363;0.0;37.0;0.00
01:14:31.000;4.75;0.30;363;0.0;37.0;0.00
01:14:32.000;4.75;0.30;363;0.0;37.0;0.00
01:14:33.000;4.75;0.30;363;0.0;37.0;0.00
01:14:34.000;4.75;0.31;363;0.0;37.0;0.00
01:14:35.000;4.75;0.30;363;0.0;37.0;0.00
01:14:36.000;4.75;0.30;363;0.0;37.0;0.00
01:14:37.000;4.75;0.30;363;0.0;37.0;0.00
01:14:38.000;4.75;0.30;363;0.0;37.0;0.00
01:14:39.000;4.75;0.31;363;0.0;37.0;0.00
01:14:40.000;4.75;0.31;363;0.0;37.0;0.00
01:14:41.000;4.75;0.31;363;0.0;37.0;0.00
01:14:42.000;4.75;0.31;364;0.0;37.0;0.00
01:14:43.000;4.75;0.31;364;0.0;37.0;0.00
01:14:44.000;4.75;0.30;364;0.0;37.0;0.00
01:14:45.000;4.75;0.31;364;0.0;37.0;0.00
01:14:46.000;4.75;0.31;364;0.0;37.0;0.00
01:14:47.000;4.75;0.31;364;0.0;37.0;0.00
01:14:48.000;4.75;0.30;364;0.0;37.0;0.00
01:14:49.000;4.75;0.30;364;0.0;37.0;0.00
01:14:50.000;4.75;0.31;364;0.0;37.0;0.00
01:14:51.000;4.75;0.30;364;0.0;37.0;0.00
01:14:52.000;4.75;0.30;364;0.0;37.0;0.00
01:14:53.000;4.75;0.30;365;0.0;37.0;0.00
01:14:54.000;4.75;0.30;365;0.0;37.0;0.00
01:14:55.000;4.75;0.31;365;0.0;37.0;0.00
01:14:56.000;4.75;0.30;365;0.0;37.0;0.00
01:14:57.000;4.75;0.30;365;0.0;37.0;0.00
01:14:58.000;4.75;0.30;365;0.0;37.0;0.00
01:14:59.000;4.75;0.30;365;0.0;37.0;0.00
01:15:00.000;4.75;0.31;365;0.0;37.0;0.00
01:15:01.000;4.75;0.31;365;0.0;37.0;0.00
01:15:02.000;4.75;0.31;365;0.0;37.0;0.00
01:15:03.000;4.75;0.31;365;0.0;37.0;0.00
01:15:04.000;4.75;0.31;365;0.0;37.0;0.00
01:15:05.000;4.75;0.30;365;0.0;37.0;0.00
01:15:06.000;4.75;0.30;366;0.0;37.0;0.00
01:15:07.000;4.75;0.30;366;0.0;37.0;0.00
01:15:08.000;4.75;0.30;366;0.0;37.0;0.00
01:15:09.000;4.75;0.30;366;0.0;37.0;0.00
01:15:10.000;4.75;0.30;366;0.0;37.0;0.00
01:15:11.000;4.75;0.30;366;0.0;37.0;0.00
01:15:12.000;4.75;0.31;366;0.0;37.0;0.00
01:15:13.000;4.75;0.31;366;0.0;37.0;0.00
01:15:14.000;4.75;0.30;366;0.0;37.0;0.00
01:15:15.000;4.75;0.30;366;0.0;37.0;0.00
01:15:16.000;4.75;0.30;366;0.0;37.0;0.00
01:15:17.000;4.75;0.31;367;0.0;37.0;0.00
01:15:18.000;4.75;0.31;367;0.0;37.0;0.00
01:15:19.000;4.75;0.31;367;0.0;37.0;0.00
01:15:20.000;4.75;0.30;367;0.0;37.0;0.00
01:15:21.000;4.75;0.30;367;0.0;37.0;0.00
01:15:22.000;4.75;0.30;367;0.0;37.0;0.00
01:15:23.000;4.75;0.30;367;0.0;37.0;0.00
01:15:24.000;4.75;0.30;367;0.0;37.0;0.00
01:15:25.000;4.75;0.30;367;0.0;37.0;0.00
01:15:26.000;4.75;0.31;367;0.0;37.0;0.00
01:15:27.000;4.75;0.30;367;0.0;37.0;0.00
01:15:28.000;4.75;0.30;367;0.0;37.0;0.00
01:15:29.000;4.75;0.31;368;0.0;37.0;0.00
01:15:30.000;4.75;0.30;368;0.0;37.0;0.00
01:15:31.000;4.75;0.31;368;0.0;37.0;0.00
01:15:32.000;4.75;0.31;368;0.0;37.0;0.00
01:15:33.000;4.75;0.30;368;0.0;37.0;0.00
