iMax B6 mini;Outlet A
Time [hh:mm:ss.SSS];Voltage [V];Current [A];Capacity [mAh];Temperature Ext [°C];Temperature Int [°C];BatteryRi [m?]
00:23:17.000;4.98;0.30;104;0.0;36.0;0.00
00:23:18.000;4.98;0.30;104;0.0;36.0;0.00
00:23:19.000;4.98;0.30;104;0.0;36.0;0.00
00:23:20.000;4.98;0.31;104;0.0;36.0;0.00
00:23:21.000;4.98;0.31;104;0.0;36.0;0.00
00:23:22.000;4.98;0.31;104;0.0;36.0;0.00
00:23:23.000;4.98;0.31;104;0.0;36.0;0.00
00:23:24.000;4.98;0.30;104;0.0;36.0;0.00
00:23:25.000;4.98;0.30;105;0.0;36.0;0.00
00:23:26.000;4.98;0.32;105;0.0;36.0;0.00
00:23:27.000;4.98;0.30;105;0.0;36.0;0.00
00:23:28.000;4.98;0.30;105;0.0;36.0;0.00
00:23:29.000;4.98;0.31;105;0.0;36.0;0.00
00:23:30.000;4.98;0.31;105;0.0;36.0;0.00
00:23:31.000;4.98;0.31;105;0.0;36.0;0.00
00:23:32.000;4.98;0.31;105;0.0;36.0;0.00
00:23:33.000;4.98;0.30;105;0.0;36.0;0.00
00:23:34.000;4.98;0.31;105;0.0;36.0;0.00
00:23:35.000;4.98;0.31;105;0.0;36.0;0.00
00:23:36.000;4.98;0.30;105;0.0;36.0;0.00
00:23:37.000;4.98;0.30;106;0.0;36.0;0.00
00:23:38.000;4.98;0.31;106;0.0;36.0;0.00
00:23:39.000;4.98;0.30;106;0.0;36.0;0.00
00:23:40.000;4.98;0.30;106;0.0;36.0;0.00
00:23:41.000;4.98;0.30;106;0.0;36.0;0.00
00:23:42.000;4.98;0.30;106;0.0;36.0;0.00
00:23:43.000;4.98;0.30;106;0.0;36.0;0.00
00:23:44.000;4.98;0.30;106;0.0;36.0;0.00
00:23:45.000;4.98;0.31;106;0.0;36.0;0.00
00:23:46.000;4.98;0.30;106;0.0;36.0;0.00
00:23:47.000;4.98;0.30;106;0.0;36.0;0.00
00:23:48.000;4.98;0.30;106;0.0;36.0;0.00
00:23:49.000;4.98;0.30;106;0.0;36.0;0.00
00:23:50.000;4.98;0.30;107;0.0;36.0;0.00
00:23:51.000;4.98;0.30;107;0.0;36.0;0.00
00:23:52.000;4.98;0.30;107;0.0;36.0;0.00
00:23:53.000;4.98;0.30;107;0.0;36.0;0.00
00:23:54.000;4.98;0.30;107;0.0;36.0;0.00
00:23:55.000;4.98;0.30;107;0.0;36.0;0.00
00:23:56.000;4.98;0.30;107;0.0;36.0;0.00
00:23:57.000;4.98;0.31;107;0.0;36.0;0.00
00:23:58.000;4.98;0.31;107;0.0;36.0;0.00
00:23:59.000;4.98;0.30;107;0.0;36.0;0.00
00:24:00.000;4.98;0.31;107;0.0;36.0;0.00
00:24:01.000;4.98;0.31;108;0.0;36.0;0.00
00:24:02.000;4.98;0.31;108;0.0;36.0;0.00
00:24:03.000;4.98;0.32;108;0.0;36.0;0.00
00:24:04.000;4.98;0.31;108;0.0;36.0;0.00
00:24:05.000;4.98;0.30;108;0.0;36.0;0.00
00:24:06.000;4.98;0.30;108;0.0;36.0;0.00
00:24:07.000;4.98;0.30;108;0.0;36.0;0.00
00:24:08.000;4.98;0.31;108;0.0;36.0;0.00
00:24:09.000;4.98;0.30;108;0.0;36.0;0.00
00:24:10.000;4.98;0.30;108;0.0;36.0;0.00
00:24:11.000;4.98;0.31;108;0.0;36.0;0.00
00:24:12.000;4.98;0.31;109;0.0;36.0;0.00
00:24:13.000;4.98;0.30;109;0.0;36.0;0.00
00:24:14.000;4.98;0.30;109;0.0;36.0;0.00
00:24:15.000;4.98;0.30;109;0.0;36.0;0.00
00:24:16.000;4.98;0.30;109;0.0;36.0;0.00
00:24:17.000;4.98;0.30;109;0.0;36.0;0.00
00:24:18.000;4.98;0.30;109;0.0;36.0;0.00
00:24:19.000;4.98;0.30;109;0.0;36.0;0.00
00:24:20.000;4.98;0.31;109;0.0;36.0;0.00
00:24:21.000;4.98;0.30;109;0.0;36.0;0.00
00:24:22.000;4.98;0.30;109;0.0;36.0;0.00
00:24:23.000;4.97;0.31;109;0.0;36.0;0.00
00:24:24.000;4.97;0.31;109;0.0;36.0;0.00
00:24:25.000;4.97;0.31;110;0.0;36.0;0.00
00:24:26.000;4.97;0.30;110;0.0;36.0;0.00
00:24:27.000;4.97;0.31;110;0.0;36.0;0.00
00:24:28.000;4.97;0.30;110;0.0;36.0;0.00
00:24:29.000;4.97;0.30;110;0.0;36.0;0.00
00:24:30.000;4.97;0.30;110;0.0;36.0;0.00
00:24:31.000;4.97;0.31;110;0.0;36.0;0.00
00:24:32.000;4.97;0.30;110;0.0;36.0;0.00
00:24:33.000;4.97;0.30;110;0.0;36.0;0.00
00:24:34.000;4.97;0.30;110;0.0;36.0;0.00
00:24:35.000;4.97;0.30;111;0.0;36.0;0.00
00:24:36.000;4.97;0.30;111;0.0;36.0;0.00
00:24:37.000;4.97;0.30;111;0.0;36.0;0.00
00:24:38.000;4.97;0.31;111;0.0;36.0;0.00
00:24:39.000;4.97;0.30;111;0.0;36.0;0.00
00:24:40.000;4.97;0.30;111;0.0;36.0;0.00
00:24:41.000;4.97;0.30;111;0.0;36.0;0.00
00:24:42.000;4.97;0.31;111;0.0;36.0;0.00
00:24:43.000;4.97;0.30;111;0.0;36.0;0.00
00:24:44.000;4.97;0.30;111;0.0;36.0;0.00
00:24:45.000;4.97;0.30;111;0.0;36.0;0.00
00:24:46.000;4.97;0.30;111;0.0;36.0;0.00
00:24:47.000;4.97;0.31;112;0.0;36.0;0.00
00:24:48.000;4.97;0.30;112;0.0;36.0;0.00
00:24:49.000;4.97;0.30;112;0.0;36.0;0.00
00:24:50.000;4.97;0.31;112;0.0;36.0;0.00
00:24:51.000;4.97;0.30;112;0.0;36.0;0.00
00:24:52.000;4.97;0.31;112;0.0;36.0;0.00
00:24:53.000;4.97;0.31;112;0.0;36.0;0.00
00:24:54.000;4.97;0.30;112;0.0;36.0;0.00
00:24:55.000;4.97;0.31;112;0.0;36.0;0.00
00:24:56.000;4.97;0.30;112;0.0;36.0;0.00
00:24:57.000;4.97;0.31;112;0.0;36.0;0.00
00:24:58.000;4.97;0.30;112;0.0;36.0;0.00
00:24:59.000;4.97;0.30;112;0.0;36.0;0.00
00:25:00.000;4.97;0.30;113;0.0;36.0;0.00
00:25:01.000;4.97;0.30;113;0.0;36.0;0.00
00:25:02.000;4.97;0.31;113;0.0;36.0;0.00
00:25:03.000;4.97;0.31;113;0.0;36.0;0.00
00:25:04.000;4.97;0.30;113;0.0;36.0;0.00
00:25:05.000;4.97;0.30;113;0.0;36.0;0.00
00:25:06.000;4.97;0.30;113;0.0;36.0;0.00
00:25:07.000;4.97;0.31;113;0.0;36.0;0.00
00:25:08.000;4.97;0.30;113;0.0;36.0;0.00
00:25:09.000;4.97;0.30;113;0.0;36.0;0.00
00:25:10.000;4.97;0.31;113;0.0;36.0;0.00
00:25:11.000;4.97;0.30;114;0.0;36.0;0.00
00:25:12.000;4.97;0.30;114;0.0;36.0;0.00
00:25:13.000;4.97;0.30;114;0.0;36.0;0.00
00:25:14.000;4.97;0.31;114;0.0;36.0;0.00
00:25:15.000;4.97;0.30;114;0.0;36.0;0.00
00:25:16.000;4.97;0.30;114;0.0;36.0;0.00
00:25:17.000;4.97;0.30;114;0.0;36.0;0.00
00:25:18.000;4.97;0.30;114;0.0;36.0;0.00
00:25:19.000;4.97;0.32;114;0.0;36.0;0.00
00:25:20.000;4.97;0.30;114;0.0;36.0;0.00
00:25:21.000;4.97;0.32;114;0.0;36.0;0.00
00:25:22.000;4.97;0.32;114;0.0;36.0;0.00
00:25:23.000;4.97;0.30;114;0.0;36.0;0.00
00:25:24.000;4.97;0.30;115;0.0;36.0;0.00
00:25:25.000;4.97;0.30;115;0.0;36.0;0.00
00:25:26.000;4.97;0.30;115;0.0;36.0;0.00
00:25:27.000;4.97;0.30;115;0.0;36.0;0.00
00:25:28.000;4.97;0.31;115;0.0;36.0;0.00
00:25:29.000;4.97;0.30;115;0.0;36.0;0.00
00:25:30.000;4.97;0.31;115;0.0;36.0;0.00
00:25:31.000;4.97;0.30;115;0.0;36.0;0.00
00:25:32.000;4.97;0.31;115;0.0;36.0;0.00
00:25:33.000;4.97;0.31;115;0.0;36.0;0.00
00:25:34.000;4.97;0.30;115;0.0;36.0;0.00
00:25:35.000;4.97;0.30;116;0.0;36.0;0.00
00:25:36.000;4.97;0.31;116;0.0;36.0;0.00
00:25:37.000;4.97;0.30;116;0.0;36.0;0.00
00:25:38.000;4.97;0.30;116;0.0;36.0;0.00
00:25:39.000;4.97;0.30;116;0.0;36.0;0.00
00:25:40.000;4.97;0.30;116;0.0;36.0;0.00
00:25:41.000;4.97;0.30;116;0.0;36.0;0.00
00:25:42.000;4.97;0.30;116;0.0;36.0;0.00
00:25:43.000;4.97;0.30;116;0.0;36.0;0.00
00:25:44.000;4.97;0.30;116;0.0;36.0;0.00
00:25:45.000;4.97;0.31;116;0.0;36.0;0.00
00:25:46.000;4.97;0.31;116;0.0;36.0;0.00
00:25:47.000;4.97;0.31;117;0.0;36.0;0.00
00:25:48.000;4.97;0.31;117;0.0;36.0;0.00
00:25:49.000;4.96;0.31;117;0.0;36.0;0.00
00:25:50.000;4.96;0.31;117;0.0;36.0;0.00
00:25:51.000;4.96;0.32;117;0.0;36.0;0.00
00:25:52.000;4.97;0.30;117;0.0;36.0;0.00
00:25:53.000;4.96;0.30;117;0.0;36.0;0.00
00:25:54.000;4.96;0.31;117;0.0;36.0;0.00
00:25:55.000;4.96;0.30;117;0.0;36.0;0.00
00:25:56.000;4.96;0.30;117;0.0;36.0;0.00
00:25:57.000;4.96;0.30;117;0.0;36.0;0.00
00:25:58.000;4.96;0.31;117;0.0;36.0;0.00
00:25:59.000;4.96;0.31;117;0.0;36.0;0.00
00:26:00.000;4.96;0.31;118;0.0;36.0;0.00
00:26:01.000;4.96;0.31;118;0.0;36.0;0.00
00:26:02.000;4.96;0.30;118;0.0;36.0;0.00
00:26:03.000;4.96;0.30;118;0.0;36.0;0.00
00:26:04.000;4.96;0.30;118;0.0;36.0;0.00
00:26:05.000;4.96;0.30;118;0.0;36.0;0.00
00:26:06.000;4.96;0.30;118;0.0;36.0;0.00
00:26:07.000;4.96;0.30;118;0.0;36.0;0.00
00:26:08.000;4.96;0.30;118;0.0;36.0;0.00
00:26:09.000;4.96;0.31;118;0.0;36.0;0.00
00:26:10.000;4.96;0.31;118;0.0;36.0;0.00
00:26:11.000;4.96;0.30;118;0.0;36.0;0.00
00:26:12.000;4.96;0.31;119;0.0;36.0;0.00
00:26:13.000;4.96;0.30;119;0.0;36.0;0.00
00:26:14.000;4.96;0.30;119;0.0;36.0;0.00
00:26:15.000;4.96;0.30;119;0.0;36.0;0.00
00:26:16.000;4.96;0.30;119;0.0;36.0;0.00
00:26:17.000;4.96;0.30;119;0.0;36.0;0.00
00:26:18.000;4.96;0.30;119;0.0;36.0;0.00
00:26:19.000;4.96;0.30;119;0.0;36.0;0.00
00:26:20.000;4.96;0.30;119;0.0;36.0;0.00
00:26:21.000;4.96;0.30;119;0.0;36.0;0.00
00:26:22.000;4.96;0.30;119;0.0;36.0;0.00
00:26:23.000;4.96;0.30;119;0.0;36.0;0.00
00:26:24.000;4.96;0.30;120;0.0;36.0;0.00
00:26:25.000;4.96;0.31;120;0.0;36.0;0.00
00:26:26.000;4.96;0.30;120;0.0;36.0;0.00
00:26:27.000;4.96;0.30;120;0.0;36.0;0.00
00:26:28.000;4.96;0.32;120;0.0;36.0;0.00
00:26:29.000;4.96;0.31;120;0.0;36.0;0.00
00:26:30.000;4.96;0.30;120;0.0;36.0;0.00
00:26:31.000;4.96;0.30;120;0.0;36.0;0.00
00:26:32.000;4.96;0.30;120;0.0;36.0;0.00
00:26:33.000;4.96;0.31;120;0.0;36.0;0.00
00:26:34.000;4.96;0.30;120;0.0;36.0;0.00
00:26:35.000;4.96;0.30;121;0.0;36.0;0.00
00:26:36.000;4.96;0.30;121;0.0;36.0;0.00
00:26:37.000;4.96;0.30;121;0.0;36.0;0.00
00:26:38.000;4.96;0.31;121;0.0;36.0;0.00
00:26:39.000;4.96;0.31;121;0.0;36.0;0.00
00:26:40.000;4.96;0.30;121;0.0;36.0;0.00
00:26:41.000;4.96;0.30;121;0.0;36.0;0.00
00:26:42.000;4.96;0.30;121;0.0;36.0;0.00
00:26:43.000;4.96;0.31;121;0.0;36.0;0.00
00:26:44.000;4.96;0.31;121;0.0;36.0;0.00
00:26:45.000;4.96;0.30;121;0.0;36.0;0.00
00:26:46.000;4.96;0.30;121;0.0;36.0;0.00
00:26:47.000;4.96;0.31;122;0.0;36.0;0.00
00:26:48.000;4.96;0.30;122;0.0;36.0;0.00
00:26:49.000;4.96;0.30;122;0.0;36.0;0.00
00:26:50.000;4.96;0.31;122;0.0;36.0;0.00
00:26:51.000;4.96;0.30;122;0.0;36.0;0.00
00:26:52.000;4.96;0.30;122;0.0;36.0;0.00
00:26:53.000;4.96;0.31;122;0.0;36.0;0.00
00:26:54.000;4.96;0.30;122;0.0;36.0;0.00
00:26:55.000;4.96;0.30;122;0.0;36.0;0.00
00:26:56.000;4.96;0.31;122;0.0;36.0;0.00
00:26:57.000;4.96;0.31;122;0.0;36.0;0.00
00:26:58.000;4.96;0.30;123;0.0;36.0;0.00
00:26:59.000;4.96;0.30;123;0.0;36.0;0.00
00:27:00.000;4.96;0.31;123;0.0;36.0;0.00
00:27:01.000;4.96;0.31;123;0.0;36.0;0.00
00:27:02.000;4.96;0.31;123;0.0;36.0;0.00
00:27:03.000;4.96;0.31;123;0.0;36.0;0.00
00:27:04.000;4.96;0.30;123;0.0;36.0;0.00
00:27:05.000;4.96;0.30;123;0.0;36.0;0.00
00:27:06.000;4.96;0.30;123;0.0;36.0;0.00
00:27:07.000;4.96;0.31;123;0.0;36.0;0.00
00:27:08.000;4.96;0.31;123;0.0;36.0;0.00
00:27:09.000;4.96;0.30;123;0.0;36.0;0.00
00:27:10.000;4.96;0.30;124;0.0;36.0;0.00
00:27:11.000;4.96;0.30;124;0.0;36.0;0.00
00:27:12.000;4.96;0.31;124;0.0;36.0;0.00
00:27:13.000;4.96;0.31;124;0.0;36.0;0.00
00:27:14.000;4.96;0.31;124;0.0;36.0;0.00
00:27:15.000;4.96;0.31;124;0.0;36.0;0.00
00:27:16.000;4.96;0.31;124;0.0;36.0;0.00
00:27:17.000;4.96;0.30;124;0.0;36.0;0.00
00:27:18.000;4.96;0.30;124;0.0;36.0;0.00
00:27:19.000;4.96;0.30;124;0.0;36.0;0.00
00:27:20.000;4.96;0.30;124;0.0;36.0;0.00
00:27:21.000;4.96;0.30;124;0.0;36.0;0.00
00:27:22.000;4.96;0.30;124;0.0;36.0;0.00
00:27:23.000;4.96;0.30;125;0.0;36.0;0.00
00:27:24.000;4.96;0.30;125;0.0;36.0;0.00
00:27:25.000;4.96;0.30;125;0.0;36.0;0.00
00:27:26.000;4.96;0.31;125;0.0;36.0;0.00
00:27:27.000;4.96;0.30;125;0.0;36.0;0.00
00:27:28.000;4.96;0.30;125;0.0;36.0;0.00
00:27:29.000;4.96;0.31;125;0.0;36.0;0.00
00:27:30.000;4.96;0.30;125;0.0;36.0;0.00
00:27:31.000;4.96;0.31;125;0.0;36.0;0.00
00:27:32.000;4.96;0.31;125;0.0;36.0;0.00
00:27:33.000;4.96;0.30;125;0.0;36.0;0.00
00:27:34.000;4.96;0.30;125;0.0;36.0;0.00
00:27:35.000;4.96;0.30;126;0.0;36.0;0.00
00:27:36.000;4.96;0.31;126;0.0;36.0;0.00
00:27:37.000;4.96;0.30;126;0.0;36.0;0.00
00:27:38.000;4.96;0.31;126;0.0;36.0;0.00
00:27:39.000;4.95;0.31;126;0.0;36.0;0.00
00:27:40.000;4.95;0.30;126;0.0;36.0;0.00
00:27:41.000;4.95;0.31;126;0.0;36.0;0.00
00:27:42.000;4.95;0.30;126;0.0;36.0;0.00
00:27:43.000;4.95;0.30;126;0.0;36.0;0.00
00:27:44.000;4.95;0.30;126;0.0;36.0;0.00
00:27:45.000;4.95;0.31;126;0.0;36.0;0.00
00:27:46.000;4.95;0.32;126;0.0;36.0;0.00
00:27:47.000;4.95;0.30;127;0.0;36.0;0.00
00:27:48.000;4.95;0.31;127;0.0;36.0;0.00
00:27:49.000;4.95;0.30;127;0.0;36.0;0.00
00:27:50.000;4.95;0.30;127;0.0;36.0;0.00
00:27:51.000;4.95;0.30;127;0.0;36.0;0.00
00:27:52.000;4.95;0.31;127;0.0;36.0;0.00
00:27:53.000;4.95;0.31;127;0.0;36.0;0.00
00:27:54.000;4.95;0.30;127;0.0;36.0;0.00
00:27:55.000;4.95;0.30;127;0.0;36.0;0.00
00:27:56.000;4.95;0.30;127;0.0;36.0;0.00
00:27:57.000;4.95;0.30;127;0.0;36.0;0.00
00:27:58.000;4.95;0.30;127;0.0;36.0;0.00
00:27:59.000;4.95;0.30;128;0.0;36.0;0.00
00:28:00.000;4.95;0.30;128;0.0;36.0;0.00
00:28:01.000;4.95;0.30;128;0.0;36.0;0.00
00:28:02.000;4.95;0.30;128;0.0;36.0;0.00
00:28:03.000;4.95;0.30;128;0.0;36.0;0.00
00:28:04.000;4.95;0.30;128;0.0;36.0;0.00
00:28:05.000;4.95;0.30;128;0.0;36.0;0.00
00:28:06.000;4.95;0.30;128;0.0;36.0;0.00
00:28:07.000;4.95;0.30;128;0.0;36.0;0.00
00:28:08.000;4.95;0.30;128;0.0;36.0;0.00
00:28:09.000;4.95;0.31;128;0.0;36.0;0.00
00:28:10.000;4.95;0.30;129;0.0;36.0;0.00
00:28:11.000;4.95;0.30;129;0.0;36.0;0.00
00:28:12.000;4.95;0.31;129;0.0;36.0;0.00
00:28:13.000;4.95;0.31;129;0.0;36.0;0.00
00:28:14.000;4.95;0.30;129;0.0;36.0;0.00
00:28:15.000;4.95;0.30;129;0.0;36.0;0.00
00:28:16.000;4.95;0.30;129;0.0;36.0;0.00
00:28:17.000;4.95;0.30;129;0.0;36.0;0.00
00:28:18.000;4.95;0.30;129;0.0;36.0;0.00
00:28:19.000;4.95;0.30;129;0.0;36.0;0.00
00:28:20.000;4.95;0.30;129;0.0;36.0;0.00
00:28:21.000;4.95;0.30;129;0.0;36.0;0.00
00:28:22.000;4.95;0.30;130;0.0;36.0;0.00
00:28:23.000;4.95;0.30;130;0.0;36.0;0.00
00:28:24.000;4.95;0.30;130;0.0;36.0;0.00
00:28:25.000;4.95;0.31;130;0.0;36.0;0.00
00:28:26.000;4.95;0.30;130;0.0;36.0;0.00
00:28:27.000;4.95;0.30;130;0.0;36.0;0.00
00:28:28.000;4.95;0.30;130;0.0;36.0;0.00
00:28:29.000;4.95;0.30;130;0.0;36.0;0.00
00:28:30.000;4.95;0.30;130;0.0;36.0;0.00
00:28:31.000;4.95;0.30;130;0.0;36.0;0.00
00:28:32.000;4.95;0.31;130;0.0;36.0;0.00
00:28:33.000;4.95;0.30;130;0.0;36.0;0.00
00:28:34.000;4.95;0.31;130;0.0;36.0;0.00
00:28:35.000;4.95;0.30;131;0.0;36.0;0.00
00:28:36.000;4.95;0.31;131;0.0;36.0;0.00
00:28:37.000;4.95;0.31;131;0.0;36.0;0.00
00:28:38.000;4.95;0.30;131;0.0;36.0;0.00
00:28:39.000;4.95;0.30;131;0.0;36.0;0.00
00:28:40.000;4.95;0.31;131;0.0;36.0;0.00
00:28:41.000;4.95;0.30;131;0.0;36.0;0.00
00:28:42.000;4.95;0.30;131;0.0;36.0;0.00
00:28:43.000;4.95;0.30;131;0.0;36.0;0.00
00:28:44.000;4.95;0.32;131;0.0;36.0;0.00
00:28:45.000;4.95;0.31;131;0.0;36.0;0.00
00:28:46.000;4.95;0.30;131;0.0;36.0;0.00
00:28:47.000;4.95;0.31;132;0.0;36.0;0.00
00:28:48.000;4.95;0.30;132;0.0;36.0;0.00
00:28:49.000;4.95;0.30;132;0.0;36.0;0.00
00:28:50.000;4.95;0.30;132;0.0;36.0;0.00
00:28:51.000;4.95;0.30;132;0.0;36.0;0.00
00:28:52.000;4.95;0.30;132;0.0;36.0;0.00
00:28:53.000;4.95;0.30;132;0.0;36.0;0.00
00:28:54.000;4.95;0.30;132;0.0;36.0;0.00
00:28:55.000;4.95;0.31;132;0.0;36.0;0.00
00:28:56.000;4.95;0.30;132;0.0;36.0;0.00
00:28:57.000;4.95;0.30;132;0.0;36.0;0.00
00:28:58.000;4.95;0.30;133;0.0;36.0;0.00
00:28:59.000;4.95;0.30;133;0.0;36.0;0.00
00:29:00.000;4.95;0.30;133;0.0;36.0;0.00
00:29:01.000;4.95;0.31;133;0.0;36.0;0.00
00:29:02.000;4.95;0.31;133;0.0;36.0;0.00
00:29:03.000;4.95;0.30;133;0.0;36.0;0.00
00:29:04.000;4.95;0.30;133;0.0;36.0;0.00
00:29:05.000;4.95;0.30;133;0.0;36.0;0.00
00:29:06.000;4.95;0.30;133;0.0;36.0;0.00
00:29:07.000;4.95;0.30;133;0.0;36.0;0.00
00:29:08.000;4.95;0.30;133;0.0;36.0;0.00
00:29:09.000;4.95;0.31;133;0.0;36.0;0.00
00:29:10.000;4.95;0.31;133;0.0;36.0;0.00
00:29:11.000;4.95;0.30;134;0.0;36.0;0.00
00:29:12.000;4.95;0.32;134;0.0;36.0;0.00
00:29:13.000;4.95;0.30;134;0.0;36.0;0.00
00:29:14.000;4.95;0.30;134;0.0;36.0;0.00
00:29:15.000;4.95;0.30;134;0.0;36.0;0.00
00:29:16.000;4.95;0.30;134;0.0;36.0;0.00
00:29:17.000;4.95;0.30;134;0.0;36.0;0.00
00:29:18.000;4.95;0.30;134;0.0;36.0;0.00
00:29:19.000;4.95;0.30;134;0.0;36.0;0.00
00:29:20.000;4.95;0.30;134;0.0;36.0;0.00
00:29:21.000;4.95;0.30;134;0.0;36.0;0.00
00:29:22.000;4.95;0.30;134;0.0;36.0;0.00
00:29:23.000;4.95;0.31;135;0.0;36.0;0.00
00:29:24.000;4.95;0.31;135;0.0;36.0;0.00
00:29:25.000;4.95;0.31;135;0.0;36.0;0.00
00:29:26.000;4.95;0.30;135;0.0;36.0;0.00
00:29:27.000;4.95;0.30;135;0.0;36.0;0.00
00:29:28.000;4.95;0.30;135;0.0;36.0;0.00
00:29:29.000;4.94;0.31;135;0.0;36.0;0.00
00:29:30.000;4.94;0.30;135;0.0;36.0;0.00
00:29:31.000;4.95;0.30;135;0.0;36.0;0.00
00:29:32.000;4.94;0.30;135;0.0;36.0;0.00
00:29:33.000;4.94;0.31;135;0.0;36.0;0.00
00:29:34.000;4.95;0.31;135;0.0;36.0;0.00
00:29:35.000;4.94;0.31;136;0.0;36.0;0.00
00:29:36.000;4.94;0.31;136;0.0;36.0;0.00
00:29:37.000;4.94;0.30;136;0.0;36.0;0.00
00:29:38.000;4.94;0.30;136;0.0;36.0;0.00
00:29:39.000;4.94;0.30;136;0.0;36.0;0.00
00:29:40.000;4.94;0.31;136;0.0;36.0;0.00
00:29:41.000;4.94;0.31;136;0.0;36.0;0.00
00:29:42.000;4.94;0.31;136;0.0;36.0;0.00
00:29:43.000;4.94;0.30;136;0.0;36.0;0.00
00:29:44.000;4.94;0.30;136;0.0;36.0;0.00
00:29:45.000;4.94;0.30;136;0.0;36.0;0.00
00:29:46.000;4.94;0.30;136;0.0;36.0;0.00
00:29:47.000;4.94;0.30;137;0.0;36.0;0.00
00:29:48.000;4.94;0.30;137;0.0;36.0;0.00
00:29:49.000;4.94;0.30;137;0.0;36.0;0.00
00:29:50.000;4.94;0.30;137;0.0;36.0;0.00
00:29:51.000;4.94;0.30;137;0.0;36.0;0.00
00:29:52.000;4.94;0.30;137;0.0;36.0;0.00
00:29:53.000;4.94;0.30;137;0.0;36.0;0.00
00:29:54.000;4.94;0.30;137;0.0;36.0;0.00
00:29:55.000;4.94;0.30;137;0.0;36.0;0.00
00:29:56.000;4.94;0.30;137;0.0;36.0;0.00
00:29:57.000;4.94;0.30;137;0.0;36.0;0.00
00:29:58.000;4.94;0.30;138;0.0;36.0;0.00
00:29:59.000;4.94;0.30;138;0.0;36.0;0.00
00:30:00.000;4.94;0.31;138;0.0;36.0;0.00
00:30:01.000;4.94;0.30;138;0.0;36.0;0.00
00:30:02.000;4.94;0.30;138;0.0;36.0;0.00
00:30:03.000;4.94;0.30;138;0.0;36.0;0.00
00:30:04.000;4.94;0.30;138;0.0;36.0;0.00
00:30:05.000;4.94;0.30;138;0.0;36.0;0.00
00:30:06.000;4.94;0.30;138;0.0;36.0;0.00
00:30:07.000;4.94;0.30;138;0.0;36.0;0.00
00:30:08.000;4.94;0.31;138;0.0;36.0;0.00
00:30:09.000;4.94;0.31;138;0.0;36.0;0.00
00:30:10.000;4.94;0.30;138;0.0;36.0;0.00
00:30:11.000;4.94;0.30;139;0.0;36.0;0.00
00:30:12.000;4.94;0.31;139;0.0;36.0;0.00
00:30:13.000;4.94;0.30;139;0.0;36.0;0.00
00:30:14.000;4.94;0.30;139;0.0;36.0;0.00
00:30:15.000;4.94;0.30;139;0.0;36.0;0.00
00:30:16.000;4.94;0.31;139;0.0;36.0;0.00
00:30:17.000;4.94;0.30;139;0.0;36.0;0.00
00:30:18.000;4.94;0.30;139;0.0;36.0;0.00
00:30:19.000;4.94;0.30;139;0.0;36.0;0.00
00:30:20.000;4.94;0.30;139;0.0;36.0;0.00
00:30:21.000;4.94;0.31;139;0.0;36.0;0.00
00:30:22.000;4.94;0.30;140;0.0;36.0;0.00
00:30:23.000;4.94;0.30;140;0.0;36.0;0.00
00:30:24.000;4.94;0.30;140;0.0;36.0;0.00
00:30:25.000;4.94;0.31;140;0.0;36.0;0.00
00:30:26.000;4.94;0.31;140;0.0;36.0;0.00
00:30:27.000;4.94;0.30;140;0.0;36.0;0.00
00:30:28.000;4.94;0.31;140;0.0;36.0;0.00
00:30:29.000;4.94;0.31;140;0.0;36.0;0.00
00:30:30.000;4.94;0.31;140;0.0;36.0;0.00
00:30:31.000;4.94;0.30;140;0.0;36.0;0.00
00:30:32.000;4.94;0.31;140;0.0;36.0;0.00
00:30:33.000;4.94;0.30;141;0.0;36.0;0.00
00:30:34.000;4.94;0.30;141;0.0;36.0;0.00
00:30:35.000;4.94;0.30;141;0.0;36.0;0.00
00:30:36.000;4.94;0.30;141;0.0;36.0;0.00
00:30:37.000;4.94;0.31;141;0.0;36.0;0.00
00:30:38.000;4.94;0.30;141;0.0;36.0;0.00
00:30:39.000;4.94;0.30;141;0.0;36.0;0.00
00:30:40.000;4.94;0.30;141;0.0;36.0;0.00
00:30:41.000;4.94;0.30;141;0.0;36.0;0.00
00:30:42.000;4.94;0.31;141;0.0;36.0;0.00
00:30:43.000;4.94;0.30;141;0.0;36.0;0.00
00:30:44.000;4.94;0.30;141;0.0;36.0;0.00
00:30:45.000;4.94;0.31;141;0.0;36.0;0.00
00:30:46.000;4.94;0.30;142;0.0;36.0;0.00
00:30:47.000;4.94;0.30;142;0.0;36.0;0.00
00:30:48.000;4.94;0.30;142;0.0;36.0;0.00
00:30:49.000;4.94;0.30;142;0.0;36.0;0.00
00:30:50.000;4.94;0.30;142;0.0;36.0;0.00
00:30:51.000;4.94;0.31;142;0.0;36.0;0.00
00:30:52.000;4.94;0.31;142;0.0;36.0;0.00
00:30:53.000;4.94;0.31;142;0.0;36.0;0.00
00:30:54.000;4.94;0.31;142;0.0;36.0;0.00
00:30:55.000;4.94;0.31;142;0.0;36.0;0.00
00:30:56.000;4.94;0.30;142;0.0;36.0;0.00
00:30:57.000;4.94;0.30;143;0.0;36.0;0.00
00:30:58.000;4.94;0.30;143;0.0;36.0;0.00
00:30:59.000;4.94;0.30;143;0.0;36.0;0.00
